ID,trait,group,included
KTFS,eye,Ninth instar,TRUE
KTNC,eye,Female,TRUE
KVWU,eye,Female,TRUE
KWNJ,eye,Female,TRUE
KYRB,eye,Ninth instar,TRUE
LAZJ,eye,Ninth instar,TRUE
LEZS,eye,Eighth instar,TRUE
LGMD,eye,Female,TRUE
LHWT,eye,Tenth instar,TRUE
LIHW,eye,Female,TRUE
LJJN,eye,Tenth instar,TRUE
LKHO,eye,Eighth instar,TRUE
LLJC,eye,Tenth instar,TRUE
LMMX,eye,Female,TRUE
LNMX,eye,Female,TRUE
LQLO,eye,Female,TRUE
LRRL,eye,Tenth instar,TRUE
LRSS,eye,Ninth instar,TRUE
LTEN,eye,Female,TRUE
LUXM,eye,Female,TRUE
LYTH,eye,Female,TRUE
MAKB,eye,Tenth instar,TRUE
MEAE,eye,Female,TRUE
MEMQ,eye,Eighth instar,TRUE
MJSX,eye,Eighth instar,TRUE
MKMF,eye,Ninth instar,TRUE
MLES,eye,Female,TRUE
MONY,eye,Eighth instar,TRUE
MQFA,eye,Female,TRUE
MTZI,eye,Female,TRUE
MUVY,eye,Tenth instar,TRUE
MVOV,eye,Eighth instar,TRUE
MXAY,eye,Female,TRUE
MYTW,eye,Female,TRUE
NACP,eye,Ninth instar,TRUE
NAPZ,eye,Ninth instar,TRUE
NBFT,eye,Ninth instar,TRUE
NDWV,eye,Ninth instar,TRUE
NFQJ,eye,Female,TRUE
NFZB,eye,Female,TRUE
NLMH,eye,Female,TRUE
NMCP,eye,Ninth instar,TRUE
NRDG,eye,Eighth instar,TRUE
NRVV,eye,Eighth instar,TRUE
NSFR,eye,Ninth instar,TRUE
NUDB,eye,Female,TRUE
NVHP,eye,Eighth instar,TRUE
OCGB,eye,Female,TRUE
ODLJ,eye,Eighth instar,TRUE
OHRS,eye,Female,TRUE
OHZZ,eye,Eighth instar,TRUE
OLFY,eye,Female,TRUE
ONAU,eye,Female,TRUE
OQDA,eye,Ninth instar,TRUE
OTIL,eye,Female,TRUE
OVOZ,eye,Female,TRUE
OWAU,eye,Ninth instar,TRUE
OZHE,eye,Female,TRUE
PAQJ,eye,Ninth instar,TRUE
PBXK,eye,Eighth instar,TRUE
PFPR,eye,Eighth instar,TRUE
PIKP,eye,Tenth instar,TRUE
PMTK,eye,Eighth instar,TRUE
PQXQ,eye,Female,TRUE
PTRO,eye,Female,TRUE
PVUO,eye,Ninth instar,TRUE
PVXU,eye,Female,TRUE
PWML,eye,Eighth instar,TRUE
PXBQ,eye,Eighth instar,TRUE
PXBW,eye,Eighth instar,TRUE
PZFT,eye,Ninth instar,TRUE
PZMO,eye,Eighth instar,TRUE
PZWX,eye,Eighth instar,TRUE
QDVU,eye,Female,TRUE
QDXY,eye,Ninth instar,TRUE
QIIV,eye,Eighth instar,TRUE
QMKN,eye,Female,TRUE
QOGZ,eye,Female,TRUE
QQJU,eye,Ninth instar,TRUE
QRKY,eye,Female,TRUE
QSRM,eye,Ninth instar,TRUE
QUAR,eye,Eighth instar,TRUE
QXSG,eye,Female,TRUE
QYFB,eye,Female,TRUE
QZHA,eye,Eighth instar,TRUE
RBAX,eye,Ninth instar,TRUE
RBFY,eye,Female,TRUE
RCMK,eye,Eighth instar,TRUE
RDRL,eye,Eighth instar,TRUE
RIJE,eye,Female,TRUE
RIWP,eye,Ninth instar,TRUE
RJGO,eye,Female,TRUE
RJVU,eye,Female,TRUE
RMQE,eye,Female,TRUE
RNCJ,eye,Female,TRUE
RNFD,eye,Female,TRUE
RPNA,eye,Eighth instar,TRUE
RQME,eye,Ninth instar,TRUE
RSFE,eye,Tenth instar,TRUE
RTXD,eye,Eighth instar,TRUE
RWGW,eye,Eighth instar,TRUE
SBJV,eye,Tenth instar,TRUE
SBJVC,eye,Ninth instar,TRUE
SCBI,eye,Tenth instar,TRUE
SCXD,eye,Ninth instar,TRUE
SDBA,eye,Ninth instar,TRUE
SDVC,eye,Ninth instar,TRUE
SEVZ,eye,Female,TRUE
SFBL,eye,Female,TRUE
SGBK,eye,Ninth instar,TRUE
SMVB,eye,Eighth instar,TRUE
SMXT,eye,Eighth instar,TRUE
SNCY,eye,Female,TRUE
SNDZ,eye,Ninth instar,TRUE
SQCA,eye,Tenth instar,TRUE
SSQG,eye,Tenth instar,TRUE
SVLP,eye,Ninth instar,TRUE
SXDN,eye,Female,TRUE
SYKW,eye,Tenth instar,TRUE
TABC,eye,Ninth instar,TRUE
TART,eye,Female,TRUE
TKBC,eye,Ninth instar,TRUE
TKSH,eye,Ninth instar,TRUE
TRCQ,eye,Female,TRUE
TSNP,eye,Tenth instar,TRUE
TSPY,eye,Female,TRUE
TWQN,eye,Eighth instar,TRUE
TYRB,eye,Eighth instar,TRUE
UCYK,eye,Female,TRUE
UHRS,eye,Ninth instar,TRUE
UKOQ,eye,Tenth instar,TRUE
ULBD,eye,Ninth instar,TRUE
UMXA,eye,Female,TRUE
UNBX,eye,Eighth instar,TRUE
UPBJ,eye,Female,TRUE
UQVJ,eye,Ninth instar,TRUE
UWVR,eye,Female,TRUE
UYSP,eye,Tenth instar,TRUE
VDBS,eye,Female,TRUE
VDVI,eye,Tenth instar,TRUE
VECM,eye,Ninth instar,TRUE
VFCQ,eye,Eighth instar,TRUE
VFPH,eye,Ninth instar,TRUE
VGLK,eye,Ninth instar,TRUE
VHBT,eye,Tenth instar,TRUE
VJOC,eye,Female,TRUE
VJTT,eye,Female,TRUE
VNSP,eye,Eighth instar,TRUE
VNVH,eye,Female,TRUE
VUNA,eye,Female,TRUE
WDBI,eye,Ninth instar,TRUE
WHQS,eye,Female,TRUE
WHVM,eye,Tenth instar,TRUE
WJST,eye,Female,TRUE
WKXK,eye,Ninth instar,TRUE
WNVZ,eye,Ninth instar,TRUE
WQOI,eye,Ninth instar,TRUE
WQRK,eye,Ninth instar,TRUE
WSXA,eye,Eighth instar,TRUE
WWFJ,eye,Eighth instar,TRUE
WYMS,eye,Eighth instar,TRUE
XDBU,eye,Female,TRUE
XKES,eye,Female,TRUE
XMEN,eye,Eighth instar,TRUE
XNIH,eye,Female,TRUE
XOAF,eye,Ninth instar,TRUE
XQBJ,eye,Tenth instar,TRUE
XQHC,eye,Ninth instar,TRUE
XRPL,eye,Eighth instar,TRUE
XVQB,eye,Ninth instar,TRUE
XWCJ,eye,Eighth instar,TRUE
YAKT,eye,Eighth instar,TRUE
YBYC,eye,Ninth instar,TRUE
YCTD,eye,Eighth instar,TRUE
YFAT,eye,Female,TRUE
YGFO,eye,Eighth instar,TRUE
YMRF,eye,Eighth instar,TRUE
YNBA,eye,Ninth instar,TRUE
YNFN,eye,Female,TRUE
YNZS,eye,Female,TRUE
YRUA,eye,Female,TRUE
YRUH,eye,Female,TRUE
YSQQ,eye,Eighth instar,TRUE
YUWR,eye,Eighth instar,TRUE
YYNS,eye,Female,TRUE
YZUH,eye,Eighth instar,TRUE
ZAQJ,eye,Eighth instar,TRUE
ZAVH,eye,Eighth instar,TRUE
ZFKD,eye,Eighth instar,TRUE
ZFXN,eye,Ninth instar,TRUE
ZIER,eye,Tenth instar,TRUE
ZRDE,eye,Ninth instar,TRUE
ZSUF,eye,Eighth instar,TRUE
ZVNV,eye,Ninth instar,TRUE
ZWYP,eye,Female,TRUE
